Time,YawBrTAxp,YawBrTAyp,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
26.8,-0.020525850077652803,-0.0008106986621987069,0.006828471209151247,8.486169966106311e-05,-0.9860105230569934,-0.0001100227293295464,-0.041812385381919115,-2.9163385640529088e-05
27.0,-0.01932360069181918,-0.0006651781589049086,0.006870428393836275,7.651914115469159e-05,-0.9669194930426002,-8.488635817516313e-05,-0.042158701358782934,-4.379114131194628e-05
27.2,-0.016769891821594766,-0.0001323627759867982,0.006809968413597214,6.003376928615623e-05,-0.9428287189086112,-3.5223807586114706e-05,-0.04283029581080461,-5.162788272463978e-05
27.4,-0.014680146170096033,0.00033404518370044867,0.006725411867100625,4.0711362443585395e-05,-0.9139501963134475,2.2585884151107415e-05,-0.04362439850269023,-6.062117169702131e-05
27.6,-0.013356004931838594,0.000492496515633221,0.006653246570941441,2.350221171708168e-05,-0.8804683956767668,7.32504601952248e-05,-0.044438697021207715,-6.283166550810659e-05
27.8,-0.011618634076646138,0.0006043046128879747,0.006582454459171734,1.0796557618580963e-05,-0.8425412116251868,0.0001095018194918739,-0.04528627316200334,-4.357905034112111e-05
28.0,-0.009458455696327375,0.000860192448159515,0.00652164162807401,6.485703209381165e-06,-0.8003856999071728,0.0001209766671944544,-0.04613007276599714,-1.1376889166128805e-05
28.2,-0.008763675407124265,0.0009118013380740564,0.0065282691121336806,1.7675432902859182e-05,-0.7543116441779691,8.897681412465027e-05,-0.04681594666555744,1.5651469799831485e-06
28.4,-0.010990576675978248,0.00032634851339129146,0.006634004618514225,4.7151296520705284e-05,-0.7046454645936173,6.839909326714135e-06,-0.04726237693333083,-2.2894455366655768e-05
28.6,-0.015058189959286428,-0.0006755690279939738,0.006783842528674923,8.504454658544698e-05,-0.6516636144140315,-9.743204618669918e-05,-0.047613623541621096,-6.043311518490659e-05
28.8,-0.018455497342425478,-0.0013208175302477766,0.006885954273233558,0.00011175591833658113,-0.5956350925436937,-0.00016999675526708979,-0.048114194785309254,-7.385061077412395e-05
29.0,-0.02005099273618955,-0.0011713825181425836,0.006896754580517864,0.00011249001346104513,-0.5369007240562769,-0.00017119800515324202,-0.048890621642352264,-5.650919942012854e-05
29.2,-0.020359033753104702,-0.0005426433510797146,0.006834101107910921,8.832941733094015e-05,-0.475860523270649,-0.00010478230486766888,-0.04991225146024268,-3.234806087099627e-05
29.4,-0.019749364105174364,5.2972774254617756e-05,0.006712246719327731,5.311792783918986e-05,-0.4128837226044696,-8.216367222286854e-06,-0.05114692543137712,-2.1499063556892417e-05
29.6,-0.017652552316573495,0.00048346736556428214,0.006512839927147694,2.3169908595876865e-05,-0.34828116692818056,7.528158519366958e-05,-0.05263034633793858,-1.9841484244735705e-05
29.8,-0.014123079277424214,0.0008204961577085927,0.006244485074491784,9.809300993256033e-06,-0.2823775556582719,0.00011564098358423497,-0.054322597767678955,-2.0495604445446267e-05
30.0,-0.01102208919681354,0.0008923595874032178,0.005976383637882463,1.677872923139804e-05,-0.21556551817602787,0.00010181023198469819,-0.05603120959295905,-3.0755991467442434e-05
30.2,-0.010156597752239526,0.00046254340872978157,0.005783266435466932,3.852243006355583e-05,-0.1482554933519452,4.676477509081461e-05,-0.05755482179968447,-5.416777418411969e-05
